Coleção;Identificação;Grupo;Série;Subsérie;Espécie/Tipologia;Descrição;Título;Título atribuído;Data;Data / Periodo;;Autoria;Idioma;Quantidade;Local de produção;Veículo de publicação;Local de publicação;Tipo de publicação;Gênero ;Forma;Formato;Escritura;Suporte;Dimensão;Estado de Conservação;Observações;Documentos relacionados;Número da caixa;;Nome da caixa;Número da pasta;Nome da pasta;NUMERO SERIE
1;BRFM_AM_04_144;1;6;;96;Crítica sobre roteiro semanal artístico.;Cursos, Concursos e Exposições;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;28,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;144
1;BRFM_AM_04_145;1;6;;96;Crítica sobre a exposição do artista plástico Yanis Gaitis realizada na Galeria Relevo.;Grátis na Releco: O Banal e o Prosaico na Vida do Homem;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;24,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;145
1;BRFM_AM_04_146;1;6;;96;Crítica sobre exposições do artista plástico Antônio Dias no exterior.;Antônio Dias em Paris e Rotterdam;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;24,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;146
1;BRFM_AM_04_147;1;6;;96;"Crítica sobre a entrega dos prêmios ""Golfinho"" e ""Estácio de Sá"", conferidos pelo Governo Estadual do Rio de Janeiro.";Dois Prêmios e Sua Significação;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;147
1;BRFM_AM_04_148;1;6;;96;Crítica sobre roteiro semanal artístico.;Exposições, Livros e Bienal;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;148
1;BRFM_AM_04_149;1;6;;96;Crítica sobre roteiro semanal artístico.;As Exposições da Semana;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;149
1;BRFM_AM_04_150;1;6;;96;Crítica sobre a Bienal de Arte Indígena realizada nos Estados Unidos.;Bienal de Arte Indígena;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;150
1;BRFM_AM_04_151;1;6;;96;Crítica sobre a arte inglesa desde meados da década de 1940.;Arte Atual na Inglaterra;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;151
1;BRFM_AM_04_152;1;6;;96;Crítica sobre roteiro semanal artístico.;Oito Exposições Nesta Semana;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;152
1;BRFM_AM_04_153;1;6;;96;Crítica sobre a exposição do pintor e desenhista Júlio Vieira na Galeria Giro, sobre a reabertura da Galeria Santa Rosa e sobre a Bienal de São Paulo.;Júlio Vieira na Giro e Pop Americana na Bienal;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;21,50 x 38,50 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;153
1;BRFM_AM_04_154;1;6;;96;Crítica sobre roteiro semanal artístico e tópicos com notícias sobre a arte brasileira.;30º Aniversário do IBEU;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;21,50 x 47,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;154
1;BRFM_AM_04_155;1;6;;96;Crítica sobre a participação brasileira na Bienal de Paris e sobre o arquiteto André Lopes.;A Arquitetura Brasileira na Bienal de Paris;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;21,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;155
1;BRFM_AM_04_156;1;6;;96;Publicações sobre artes plásticas.;Revistas, Suplementos, Livros;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;29,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;156
1;BRFM_AM_04_157;1;6;;96;Crítica sobre a posse de Carmem Portinho como diretora da Escola Superior de Desenho Industrial, sobre exposição no Museu Nacional de Belas Artes e e tópicos com notícias sobre a arte brasileira.;ESDI Com Nova Direção;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;21,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;157
1;BRFM_AM_04_158;1;6;;96;"Crítica sobre roteiro semanal artístico e sobre o livro ""10 histórias imorais"".";"Roteiro da Semana: Gravura, Móveis, Cursos; ""10 Histórias Imorais""";NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;158
1;BRFM_AM_04_159;1;6;;96;Crítica sobre exposições volantes organizadas pelo Departamento de Cultura da Secretaria de Educação e Cultura do Estado da Guanabara e pela Associação Internacional de Artistas Plásticos.;Arte na Rua;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;159
1;BRFM_AM_04_160;1;6;;96;Crítica sobre a Feira Mundial do Sangue do Umbigo, instalada na Petite Galerie e criada por Roberto Mariconi.;Moriconi Comanda I FEMSU na Petite;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;160
1;BRFM_AM_04_161;1;6;;96;Crítica com entrevista feita pelo crítico Frederico Morais com o artista plástico Renato Landin.;Renato Landin, Hoje na G-4, Quer Construir Uma Linguagem Visual;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;21,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;161
1;BRFM_AM_04_162;1;6;;96;Crítica sobre o artista plástico Dileny Campos e sua exposição na Petite Galerie.;Os Etc. de Dileny Campos;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;162
1;BRFM_AM_04_163;1;6;;96;Crítica sobre a relação entre arte e comportamento e sobre o Simpósio de Escultura realizado paralelamente ao IV Salão de Arte Moderna do Distrito Federal.;Arte e Comportamento. Simpósio de Escultura;NULL;1905-05-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;16;11;163
1;BRFM_AM_04_164;1;6;;96;"Exposição ""Cartazes Suíços"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O Cartaz Suíço;NULL;1968-01-17;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,00 x 14,50 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;164
1;BRFM_AM_04_165;1;6;;96;"Exposição do artista plástico Darcílio Lima realizada na galeria de ""L'Atelier"".";"""Um Surrealista Fantástico""";NULL;1968-01-23;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;24,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;165
1;BRFM_AM_04_166;1;6;;96;Premiação concedida pela IX Bienal de São Paulo.;Prêmios de Aquisição da IX Bienal de S. Paulo;NULL;1968-01-25;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 10,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;166
1;BRFM_AM_04_167;1;6;;96;Exposições de artistas brasileiros realizadas em países da América do Sul por determinação do ministro de Relações Exteriores.;América Latina vê Arte Brasileira;NULL;1968-01-26;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;25,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;167
1;BRFM_AM_04_168;1;6;;96;"IX Bienal de São Paulo, comentário do crítico de artes plásticas da revista ""Visão"" e tópicos com notícias sobre a arte brasileira.";Ingleses da Bienal no MAM e Autrocrítica da Crítica;NULL;1968-01-28;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;26,50 x 34,50 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;168
1;BRFM_AM_04_169;1;6;;96;Nomeação do conservador do Museu de Arte de Belo Horizonte e criação do Salão de Arte Jovem de Campinas.;A Arte Brasileira de Crise em Crise;NULL;1968-01-30;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;25,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;169
1;BRFM_AM_04_170;1;6;;96;Exposição no Museu de Arte Moderna do Rio de Janeiro - MAM/SP com artistas ingleses que estiveram presentes na IX Bienal de São Paulo.;MAM é Endereço de Hoje;NULL;1968-02-01;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;24,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;170
1;BRFM_AM_04_171;1;6;;96;"Cursos oferecidos no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ, prêmio ""Erasmo"" dedicado ao escultor Henry Moore, Arte no Mato Grosso e tópicos sobre a arte brasileira.";Quinze Cursos no MAM;NULL;1968-02-02;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;25,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;171
1;BRFM_AM_04_172;1;6;;96;Concurso Internacional de Cerâmica de Arte realizado em Faenza, na Itália, II Salão Esso de Artistas e Jovens e tópicos sobre a Arte brasileira.;Concurso de Cerâmica, Salão Esso e Tópicos;NULL;1968-02-03;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 13,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;172
1;BRFM_AM_04_173;1;6;;96;Premiação da IX BIenal de São Paulo.;Prêmios de Aquisição da IX BIenal: Um Manifesto;NULL;1968-02-06;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;24,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;173
1;BRFM_AM_04_174;1;6;;96;Arte no Mato Grosso, urbanismo no Brasil e tópicos sobre a Arte brasileira.;No Mato Grosso e na URSS;NULL;1968-02-07;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;24,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;174
1;BRFM_AM_04_175;1;6;;96;"Exposição ""7 Novíssimos 68"", realizada na Galeria do Instituto Brasil-Estados Unidos e exposições ocorridas em Paris, São Paulo e Rio de Janeiro.";Coletiva no IBEU;NULL;1968-02-24;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;21,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;175
1;BRFM_AM_04_176;1;6;;96;Segundo álbum de gravuras organizado pelo gravador Orlando Silva sobre o gravador Ivan Serpa.;Um Álbum de Gravuras;NULL;1968-02-25;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;24,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;176
1;BRFM_AM_04_177;1;6;;96;Arte brasileira proveniente do nordeste do país e calendário de exposições no Rio de Janeiro.;Um Grito Ressoa e Vem do Sertão;NULL;1968-03-04;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;177
1;BRFM_AM_04_178;1;6;;96;Exposições realizadas pelo Brasil.;Critérios, Depoimento;NULL;1968-03-08;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 16,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;178
1;BRFM_AM_04_179;1;6;;96;II Salão Esso de Artistas Jovens.;Um Salão Limpo, Honesto, Equilibrado;NULL;1968-03-12;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 16,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;179
1;BRFM_AM_04_180;1;6;;96;II Salão Esso de Artistas Jovens e divulgação do calendário de exposições no Rio de Janeiro.;Assunto é Boi;NULL;1968-03-14;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;24,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;180
1;BRFM_AM_04_181;1;6;;96;"Exposição do pintor Walter Levy realizada na Galeria Goeldi, selecionados para a exposição ""JB/Resumo"" e divulgação do calendário de exposições no Rio de Janeiro.";Um Surrealista na Goeldi;NULL;1968-03-16;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;181
1;BRFM_AM_04_182;1;6;;96;Abertura de exposição de artistas japoneses no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ, Salão Nacional de Artes Plásticas e divulgação do calendário de exposições no Rio de Janeiro.;Gravuras Japonesas no MAM;NULL;1968-03-19;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;182
1;BRFM_AM_04_183;1;6;;96;Roteiro semanal artístico no Rio de Janeiro e em São Paulo.;Quatro Endereços Para Hoje;NULL;1968-04-02;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;183
1;BRFM_AM_04_184;1;6;;96;Presença do artista plástico Dileny Campos no II Salão Esso.;Dileny: A Arte Brasileira Vai Bem;NULL;1968-04-12;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;184
1;BRFM_AM_04_185;1;6;;96;"Roteiro semanal artístico, com destaque para a exposição ""JB/Resumo"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";Hoje no MAM JB/Resumo;NULL;1968-04-16;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;24,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;185
1;BRFM_AM_04_186;1;6;;96;"Exposição promovida pela loja Domus em torno da música ""Carolina"" de Chico Buarque de Holanda e divulgação do calendário de exposições no Rio de Janeiro.";Artistas Pintam Carolina;NULL;1968-04-20;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;186
1;BRFM_AM_04_187;1;6;;96;Roteiro semanal artístico.;Exposições, Leilão e Prêmio;NULL;1968-04-24;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;187
1;BRFM_AM_04_188;1;6;;96;Reunião da Associação Internacional de Artistas Plásticos realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.;A Estatística da Irresponsabilidade;NULL;1968-04-30;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,00 x 17,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;188
1;BRFM_AM_04_189;1;6;;96;Notas sobre texto de coluna anterior, Salão Universitário na Universidade Federal de Minas Gerais e divulgação do calendário de exposições no Rio de Janeiro.;A Arte Que o Rio Mostra;NULL;1968-01-08;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;189
1;BRFM_AM_04_190;1;6;;96;Salão de Brasília.;Salão de Brasília  ;NULL;1968-08-08;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,50 x 16,00 cm;Acidificado / Amarelado, Manchado, Oxidado;;;;;;17;12;190
1;BRFM_AM_04_191;1;6;;96;Cronograma de salões e bienais.;Salões e Bienais: Datas;NULL;1968-05-15;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,50 x 18,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;191
1;BRFM_AM_04_192;1;6;;96;I Encontro de Cultura de Guanabara, realizado no Palácio Tiradentes.;I Encontro de Cultura na GB;NULL;1958-05-16;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,50 x 13,50 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;192
1;BRFM_AM_04_193;1;6;;96;Discussão da Carta do artista plástico Antônio Alves Coelho e divulgação do calendário de exposições no Rio de Janeiro.;Seguro-Arte, Diálogo Postal;NULL;1968-05-17;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;193
1;BRFM_AM_04_194;1;6;;96;"Exposição ""Os Pintores de Maurício de Nassau"" realizada no Museu de Arte Moderna do Rio de Janeiro - MAM/RJ.";O Brasil de Nassau no Museu de Arte Moderna;NULL;1968-05-21;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;7;;;1;Original;1;Impresso;1;40,00 x 37,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;194
1;BRFM_AM_04_195;1;6;;96;XVIII Salão Nacional de Arte Moderna.;O Salão Nacional e a Arte Brasileira;NULL;1968-05-22;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,00 x 7,00 cm ;Acidificado / Amarelado, Manchado;;;;;;17;12;195
1;BRFM_AM_04_196;1;6;;96;Roteiro semanal artístico.;Exposições, Bienal, Debate;NULL;1968-05-23;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;196
1;BRFM_AM_04_197;1;6;;96;I Encontro de Cultura da Guanabara.;O Aterro Como Extensão do MAM;NULL;1968-05-24;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;197
1;BRFM_AM_04_198;1;6;;96;Arte da colagem.;O Mundo Descontínuo da Colagem;NULL;1968-06-06;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;198
1;BRFM_AM_04_199;1;6;;96;Resultado do Salão Nacional e divulgação do calendário de exposições no Rio de Janeiro.;Como Conseguir um Prêmio;NULL;1968-06-07;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,00 x 14,50 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;199
1;BRFM_AM_04_200;1;6;;96;XVII Salão Moderno.;Pintura no Salão Moderno - 1;NULL;1968-06-11;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;200
1;BRFM_AM_04_201;1;6;;96;Desenhistas Carlos Vergara, Décio Vieira e Dileny Campos.;Azul de Gagarin;NULL;1968-06-12;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;201
1;BRFM_AM_04_202;1;6;;96;Salão Moderno e os artistas participantes.;Pintura no Salão Nacional - 2;NULL;1968-06-13;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,00 x 11,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;202
1;BRFM_AM_04_203;1;6;;96;"Debate ""Amostragem da Cultura (Loucura) Brasileira"" que aconteceu no Museu de Arte Moderna do Rio de Janeiro.";Cultura ou Loucura Brasileira;NULL;1968-06-13;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;17;12;203
1;BRFM_AM_04_204;1;6;;96;Artista plástica Evany Fanzeres.;Evany, Exposições, Inaugurações;NULL;1968-06-18;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;204
1;BRFM_AM_04_205;1;6;;96;Pinturas que se encontram no Salão Nacional.;Pintura no Salão Nacional;NULL;1968-06-19;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;205
1;BRFM_AM_04_206;1;6;;96;Exposição da artista plástica Regina Vater na Petite Galerie.;O Corpo e a Paisagem ;NULL;1968-06-28;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;206
1;BRFM_AM_04_207;1;6;;96;Exposições que se encontram no Salão Nacional.;Desenho no Salão Nacional;NULL;1968-06-27;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;207
1;BRFM_AM_04_208;1;6;;96;Gravuras que se encontram no Salão Nacional.;Gravura no Salão Nacional;NULL;1968-06-29;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;17;12;208
1;BRFM_AM_04_209;1;6;;96;Possibilidade de que algumas exposições não se realizem.;Mais Salões, Menos Leilões;NULL;1968-06-30;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;209
1;BRFM_AM_04_210;1;6;;96;Roteiro semanal artístico.;A Semana;NULL;1968-07-02;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;17;12;210
1;BRFM_AM_04_211;1;6;;96;Oposição regionalismo/internacionalismo na Arte Moderna.;Israel, os Judeus e a Arte;NULL;1968-07-03;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;17;12;211
1;BRFM_AM_04_212;1;6;;96;Exposição de esculturas de Jackson Ribeiro no Parque do Flamengo (Aterro).;No Aterro: Diálogo Com o Público;NULL;1968-07-05;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;212
1;BRFM_AM_04_213;1;6;;96;Exposição realizada na Galeria Bonino que reunia desenhos e gravuras de Israel.;Gravuras de Israel;NULL;1968-07-10;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;17;12;213
1;BRFM_AM_04_214;1;6;;96;Sucesso da representação brasileira na Bienal de Veneza .;Brasil Faz Sucesso em Veneza;NULL;1968-07-11;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;17;12;214
1;BRFM_AM_04_215;1;6;;96;Bienal de Gravura de Tóquio, com reresentação brasileira de Iberê Camargo, Newton Cavalcânti e Ruth Bessoudo Courvoisier.;Três Gravadores;NULL;1968-07-14;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;17;12;215
1;BRFM_AM_04_216;1;6;;96;Exposições do escultor Geraldo Teles de Oliveira e dos pintores Rodelnégio Gonçalves e Júlio José dos Santos no Copacabana Palace.;Artistas Populares, Arte de Gana;NULL;1968-07-16;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;17;12;216
1;BRFM_AM_04_217;1;6;;96;II Festival de Inverno promovido pela Reitoria da Universidade Federal de Minas Gerais;Debate Sobre Arte Contemporânea;NULL;1968-07-17;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;22,00 x 33,00 cm;Acidificado / Amarelado, Manchado, Dobrado;;;;;;17;12;217
1;BRFM_AM_04_218;1;6;;96;Roteiro semanal artístico.;Salão, Exposições e Cursos;NULL;1968-06-28;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,00 x 11,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;218
1;BRFM_AM_04_219;1;6;;96;"Programa ""Um Mês de Arte Pública"" realizado pela Escolinha de Arte Amarelinha.";Amarelinha, O Ensino da Arte;NULL;1968-07-30;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,00 x 13,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;219
1;BRFM_AM_04_220;1;6;;96;Crítica artística no Brasil.;A Coisa Avança;NULL;1968-08-01;;;Frederico Morais;1;1 página;Rio de Janeiro, RJ;6;;1;1;Original;1;Impresso;1;23,50 x 33,00 cm;Acidificado / Amarelado, Manchado;;;;;;17;12;220
